0.603244	0.460621
0.623385	0.569956
0.608631	0.646459
0.592009	0.290783
0.577937	0.172304
0.668376	0.128981
0.582696	0.342819
0.642953	0.289361
0.606628	0.337948
0.629557	0.298356
0.643688	0.261466
0.589005	0.227615
0.66953	0.13349
0.925155	0.348081
0.599743	0.240298
0.593075	0.240218
0.815206	0.145749
0.587173	0.229337
0.577871	0.269139
0.587685	0.234653
0.591822	0.260999
0.629559	0.317278
0.660993	0.27006
0.597405	0.261682
0.615759	0.258472
0.588584	0.266571
0.795509	0.190749
0.591669	0.273839
0.57686	0.269782
0.672258	0.265171
0.689536	0.256748
0.807626	0.0996892
0.634484	0.615519
0.951566	0.340054
0.73286	0.107032
0.900531	0.350778
0.789479	0.122919
0.647805	0.354957
0.589749	0.282539
0.591066	0.284609
0.616292	0.306642
0.583943	0.304872
0.669053	0.131853
0.573742	0.262657
0.624319	0.280707
0.588019	0.307084
0.61893	0.248329
0.622779	0.269777
0.589943	0.226678
0.60916	0.166071
0.654289	0.299957
0.652157	0.260611
0.591337	0.229387
0.589752	0.263167
0.588845	0.276597
0.601842	0.258247
0.595185	0.262415
0.678551	0.133697
0.953155	0.365188
0.596079	0.293022
0.582162	0.167558
0.912131	0.357415
0.64367	0.341512
0.577904	0.145304
0.907494	0.324037
0.579904	0.256709
0.586242	0.312562
0.64939	0.291921
0.599152	0.275043
0.604205	0.240836
0.590516	0.297014
0.565877	0.3309
0.588165	0.282336
0.59202	0.245974
0.587911	0.286533
0.583976	0.296841
0.610046	0.290324
0.631551	0.245046
0.6294	0.250476
0.592327	0.315599
0.600468	0.224406
0.810495	0.110965
0.5894	0.287969
0.845209	0.162339
0.575834	0.25252
0.575714	0.244617
0.615468	0.386034
0.587679	0.238747
0.562182	0.297396
0.640083	0.360947
0.566665	0.211781
0.915747	0.313362
0.648305	0.216981
0.637139	0.240213
0.794789	0.166584
0.575336	0.222221
0.817558	0.0205108
0.620831	0.376674
0.602556	0.412872
0.63264	0.427942
0.602238	0.37166
0.603536	0.523113
0.804204	0.191473
0.818802	0
0.789886	0.115503
0.680348	0.249309
0.728552	0.184886
0.719285	0.09887
0.71732	0.217217
0.624843	0.270667
0.626452	0.099635
0.646832	0.22161
0.61652	0.303993
0.624859	0.25169
0.614926	0.260547
0.618159	0.253494
0.596927	0.270047
0.638815	0.151077
0.669998	0.137835
0.596314	0.28615
0.592982	0.287877
0.621094	0.263678
0.653218	0.210037
0.640096	0.254112
0.597973	0.277241
0.678877	0.0668801
0.568185	0.281313
0.592147	0.283597
0.57361	0.266445
0.598286	0.258737
0.57108	0.26246
0.618109	0.256041
0.599488	0.271619
0.624877	0.255145
0.611828	0.26473
0.577736	0.261536
0.6138	0.262461
0.600715	0.285759
0.584294	0.305705
0.582451	0.125019
0.621982	0.260196
0.599839	0.284765
0.562434	0.323455
0.570275	0.260429
0.690115	0.196354
0.649791	0.209491
0.656719	0.199859
0.569966	0.263038
0.600054	0.265715
0.619892	0.252228
0.805043	0.121373
0.8541	0.166722
0.572075	0.279897
0.594945	0.2918
0.720201	0.216274
0.61317	0.25249
0.720592	0.0910997
0.562577	0.408715
0.625171	0.632957
0.657031	0.237867
0.618464	0.637905
0.634925	0.259424
0.941648	0.283596
0.565052	0.357293
0.658714	0.0737616
0.584798	0.225451
0.621615	0.249142
0.628276	0.237534
0.589026	0.315799
0.903798	0.373071
0.583518	0.281944
0.646107	0.331489
0.588693	0.269777
0.988494	0.336698
0.615921	0.372317
0.786302	0.0635808
0.789386	0.164389
0.927701	0.309081
0.653271	0.277882
0.670352	0.245194
0.786148	0.213647
0.650544	0.326702
0.622175	0.415536
0.619366	0.264223
0.640187	0.241159
0.826774	0.164363
0.604088	0.308485
0.602047	0.248786
0.911364	0.319007
0.738199	0.191601
0.657937	0.238511
0.614819	0.11907
0.730662	0.187539
0.780847	0.123062
0.580186	0.26174
0.823103	0.131026
0.670379	0.139816
0.677756	0.1362
0.562303	0.615235
0.578256	0.715259
0.656116	0.237428
0.585169	0.281932
0.614209	0.24948
0.587385	0.273195
0.638616	0.376687
0.746779	0.195407
0.61062	0.273964
0.901607	0.32899
0.915809	0.362583
0.818011	0.0459072
0.59529	0.232928
0.567956	0.588838
0.619471	0.250815
0.588232	0.31475
0.666147	0.298146
0.632911	0.430301
0.606038	0.309735
0.741934	0.191432
0.594526	0.257387
0.674602	0.0993194
0.57544	0.261081
0.904804	0.355932
0.892136	0.33433
0.725937	0.129513
0.644632	0.627011
0.659258	0.305934
0.796495	0.0496188
0.617658	0.452794
0.652136	0.236263
0.606145	0.149742
0.588324	0.265104
0.806519	0.178292
0.595924	0.289611
0.596046	0.266842
0.57663	0.570597
0.637696	0.272053
0.578413	0.26271
0.710094	0.22626
0.82682	0.0982079
0.757474	0.187788
0.579896	0.228322
0.689301	0.224637
0.631298	0.343633
0.906725	0.35369
0.599253	0.252398
0.726585	0.105027
0.589343	0.225451
0.589426	0.240191
0.577715	0.299363
0.791131	0.20122
0.581487	0.256869
0.664037	0.27611
0.651093	0.291149
0.612938	0.224721
0.924561	0.353721
0.723864	0.112905
0.572968	0.238107
0.599155	0.264189
0.593076	0.2665
0.659255	0.238734
0.592064	0.268595
0.588133	0.328463
1	0.370069
0.577498	0.210779
0.896275	0.358245
0.810828	0.0334027
0.584226	0.208424
0.780279	0.18229
0.614441	0.365031
0.61484	0.25556
0.626465	0.311624
0.662332	0.254969
0.635548	0.180854
0.59529	0.329656
0.887763	0.311822
0.65843	0.327085
0.562303	0.173049
0.821484	0.0621592
0.804909	0.221501
0.661263	0.241665
0.956648	0.278667
0.589792	0.260565
0.565702	0.338754
0.867579	0.22513
0.589284	0.237724
0.833903	0.177134
0.68894	0.250855
0.596151	0.453637
0.584742	0.305633
0.593112	0.280864
0.890318	0.319628
0.787502	0.195097
0.67037	0.236455
0.668493	0.13496
0.751621	0.190123
0.587678	0.242662
0.619325	0.251672
0.597086	0.235946
0.589397	0.283796
0.618046	0.303986
0.585596	0.266641
0.99291	0.329712
0.588265	0.289706
0.589955	0.26591
0.739262	0.191359
0.659718	0.250768
0.700894	0.211791
0.663531	0.240436
0.622787	0.264949
0.821767	0.0944526
0.785821	0.206019
0.645818	0.328937
0.745629	0.19885
0.662534	0.271746
0.591975	0.281819
0.590474	0.508838
0.59474	0.411645
0.646517	0.246161
0.609319	0.289615
0.594801	0.268889
0.591991	0.653005
0.655399	0.236032
0.633679	0.427616
0.561917	0.40927
0.591079	0.270429
0.831806	0.227175
0.76952	0.11873
0.618264	0.250287
0.578606	0.166633
0.589471	0.169065
0.62723	0.293102
0.598627	0.277666
0.598522	0.269788
0.572983	0.172626
0.939449	0.338869
0.608373	0.208138
0.59917	0.277089
0.809702	0.108563
0.792819	0.120044
0.94812	0.219891
0.96024	0.338286
0.868228	0.265783
0.598663	0.261214
0.636824	0.367905
0.723476	0.21476
0.70235	0.212188
0.574097	0.412646
0.78082	0.191548
0.579923	0.257444
0.99619	0.366927
0.875675	0.246746
0.874762	0.293067
0.600451	0.64773
0.609483	0.279284
0.89048	0.322418
0.574901	0.255769
0.568394	0.340589
0.562853	0.610629
0.571994	0.260737
0.820706	0.0252549
0.796766	0.135993
0.690951	0.252274
0.784249	0.125064
0.621483	0.351011
0.663332	0.279299
0.841454	0.180807
0.945167	0.229119
0.589156	0.273663
0.603464	0.21928
0.61389	0.24167
0.602593	0.247956
0.566468	0.290986
0.586702	0.279107
0.608184	0.219644
0.653806	0.161579
0.62354	0.269593
0.589645	0.300645
0.596619	0.235308
0.613404	0.286061
0.712531	0.224417
0.595672	0.233973
0.633057	0.423773
0.626792	0.249295
0.602993	0.253592
0.702107	0.234113
0.653177	0.289093
0.651422	0.211861
0.630299	0.434242
0.747262	0.200048
0.625796	0.463504
0.639002	0.352353
0.652763	0.212384
0.755431	0.199161
0.597145	0.316922
0.730073	0.188646
0.635377	0.245661
0.626672	0.202666
0.565929	0.128647
0.799556	0.111611
0.629891	0.252502
0.569834	0.261891
0.601447	0.259179
0.573161	0.259298
0.67114	0.137766
0.574886	0.62575
0.796494	0.179469
0.639706	0.264669
0.630809	0.264153
0.62058	0.256342
0.621808	0.262382
0.620369	0.258676
